subdivision,period,Bioenergy,Hydro,Solar,Wind
US-NM,2019-08,0.0027,0.0252,0.2334,0.7387
US-NV,2019-08,0.0065,0.2454,0.7166,0.0315
US-NY,2019-08,0.0569,0.8426,0.0191,0.0814
US-OH,2019-08,0.3027,0.1718,0.0955,0.43
US-OK,2019-08,0.0128,0.0911,0.0029,0.8932
US-OR,2019-08,0.0337,0.6691,0.0285,0.2687
US-PA,2019-08,0.2951,0.3931,0.0155,0.2964
US-RI,2019-08,0.5343,0.0025,0.1678,0.2954
US-SC,2019-08,0.5624,0.1924,0.2453,0
US-SD,2019-08,0,0.7391,0.0004,0.2605
US-TN,2019-08,0.0962,0.8596,0.0413,0.0029
US-TX,2019-08,0.0237,0.0114,0.0643,0.9006
US-UT,2019-08,0.0144,0.2186,0.5991,0.1679
US-VA,2019-08,0.7981,0,0.2019,0
US-VT,2019-08,0.3939,0.3302,0.123,0.1529
US-WA,2019-08,0.0246,0.8627,0.0008,0.1119
US-WI,2019-08,0.2681,0.5313,0.0106,0.19
US-WV,2019-08,0,0.4929,0,0.5071
US-WY,2019-08,0,0.2448,0.0537,0.7015
CA-AB,2019-09,0.4656,0.2453,0.0018,0.2873
CA-BC,2019-09,0.0106,0.9599,0,0.0295
CA-MB,2019-09,0.0002,0.9766,0,0.0231
CA-NB,2019-09,0.1371,0.5606,0,0.3023
CA-NL,2019-09,0.0035,0.9907,0,0.0058
CA-NS,2019-09,0.2642,0.2589,0,0.4769
CA-NT,2019-09,0.1281,0.8116,0.0013,0.059
CA-NU,2019-09,1,0,0,0
CA-ON,2019-09,0.0209,0.7175,0.0697,0.192
CA-PE,2019-09,0.0007,0,0.0014,0.9979
CA-QC,2019-09,0.001,0.941,0,0.0581
CA-SK,2019-09,0.3195,0.5561,0,0.1245
CA-YT,2019-09,0.007,0.993,0,0
US-AK,2019-09,0.0298,0.8732,0,0.097
US-AL,2019-09,0.2723,0.6856,0.0421,0
US-AR,2019-09,0.2868,0.6537,0.0595,0
US-AZ,2019-09,0.0196,0.4841,0.4498,0.0465
US-CA,2019-09,0.0709,0.3859,0.3761,0.1671
US-CO,2019-09,0.0105,0.1009,0.0871,0.8016
US-CT,2019-09,0.7201,0.1217,0.1497,0.0086
US-DC,2019-09,0.8242,0,0.1758,0
US-DE,2019-09,0.4773,0,0.4894,0.0332
US-FL,2019-09,0.4724,0.0117,0.516,0
US-GA,2019-09,0.6425,0.0782,0.2793,0
US-HI,2019-09,0.2554,0.0595,0.2595,0.4256
US-IA,2019-09,0.0093,0.0211,0.0007,0.9689
US-ID,2019-09,0.0285,0.7299,0.0441,0.1975
US-IL,2019-09,0.0332,0.0105,0.0059,0.9504
US-IN,2019-09,0.0826,0.0474,0.0676,0.8024
US-KS,2019-09,0.0024,0.0007,0.0004,0.9964
US-KY,2019-09,0.075,0.9103,0.0147,0
US-LA,2019-09,0.7217,0.2779,0.0004,0
US-MA,2019-09,0.3969,0,0.5403,0.0628
US-MD,2019-09,0.1879,0.265,0.285,0.2622
US-ME,2019-09,0.3972,0.2245,0.0017,0.3766
US-MI,2019-09,0.3113,0.0692,0.022,0.5974
US-MN,2019-09,0.0824,0.0521,0.088,0.7775
US-MO,2019-09,0.0299,0.313,0.0216,0.6355
US-MS,2019-09,0.8054,0,0.1946,0
US-MT,2019-09,0.0019,0.7909,0.0026,0.2046
US-NC,2019-09,0.1647,0.2422,0.5687,0.0245
US-ND,2019-09,0,0.1661,0,0.8339
US-NE,2019-09,0.0098,0.1103,0.004,0.8759
US-NH,2019-09,0.5557,0.2619,0,0.1824
US-NJ,2019-09,0.3544,0,0.6379,0.0076
US-NM,2019-09,0.0025,0.0179,0.1774,0.8022
US-NV,2019-09,0.0065,0.2551,0.6957,0.0427
US-NY,2019-09,0.0546,0.8369,0.0171,0.0913
US-OH,2019-09,0.2631,0.1667,0.0714,0.4989
US-OK,2019-09,0.0048,0.0758,0.0017,0.9177
US-OR,2019-09,0.0319,0.697,0.0238,0.2473
US-PA,2019-09,0.2711,0.3953,0.013,0.3206
US-RI,2019-09,0.4303,0.0021,0.1856,0.3821
US-SC,2019-09,0.6241,0.0966,0.2793,0
US-SD,2019-09,0,0.6603,0.0002,0.3395
US-TN,2019-09,0.1217,0.8234,0.0505,0.0044
US-TX,2019-09,0.0152,0.0123,0.0556,0.9169
US-UT,2019-09,0.017,0.1939,0.5803,0.2088
US-VA,2019-09,0.7967,0,0.2033,0
US-VT,2019-09,0.3141,0.3203,0.1397,0.2259
US-WA,2019-09,0.0313,0.8222,0.0009,0.1455
US-WI,2019-09,0.2244,0.4931,0.01,0.2725
US-WV,2019-09,0,0.3884,0,0.6116
US-WY,2019-09,0,0.1718,0.0363,0.7919
CA-AB,2019-10,0.4444,0.1376,0.0014,0.4166
CA-BC,2019-10,0.007,0.9605,0,0.0325
CA-MB,2019-10,0.0004,0.9638,0,0.0358
CA-NB,2019-10,0.0949,0.6861,0,0.219
CA-NL,2019-10,0.0064,0.988,0,0.0056
CA-NS,2019-10,0.2737,0.2212,0,0.5051
CA-NT,2019-10,0.127,0.7992,0.0004,0.0734
CA-NU,2019-10,1,0,0,0
CA-ON,2019-10,0.0134,0.7333,0.0398,0.2135
CA-PE,2019-10,0.0007,0,0.0009,0.9984
CA-QC,2019-10,0.0009,0.9376,0,0.0615
CA-SK,2019-10,0.3088,0.5221,0,0.1691
CA-YT,2019-10,0.0231,0.9769,0,0
US-AK,2019-10,0.0284,0.8626,0,0.109
US-AL,2019-10,0.2989,0.6761,0.025,0
US-AR,2019-10,0.2683,0.6816,0.0501,0
US-AZ,2019-10,0.0156,0.4581,0.4797,0.0466
US-CA,2019-10,0.0772,0.368,0.4105,0.1443
US-CO,2019-10,0.0121,0.093,0.0937,0.8012
US-CT,2019-10,0.6248,0.258,0.1059,0.0114
US-DC,2019-10,0.8454,0,0.1546,0
US-DE,2019-10,0.5248,0,0.4183,0.0569
US-FL,2019-10,0.546,0.0137,0.4403,0
US-GA,2019-10,0.64,0.1502,0.2098,0
US-HI,2019-10,0.2137,0.068,0.2678,0.4506
US-IA,2019-10,0.0062,0.0189,0.0005,0.9745
US-ID,2019-10,0.0435,0.7027,0.0456,0.2081
US-IL,2019-10,0.0238,0.0073,0.0035,0.9654
US-IN,2019-10,0.0574,0.034,0.0377,0.8709
US-KS,2019-10,0.0026,0.0013,0.0004,0.9957
US-KY,2019-10,0.1104,0.8801,0.0096,0
US-LA,2019-10,0.7199,0.2797,0.0004,0
US-MA,2019-10,0.3985,0.1418,0.3767,0.0831
US-MD,2019-10,0.1575,0.4115,0.1893,0.2417
US-ME,2019-10,0.2638,0.3729,0.0009,0.3624
US-MI,2019-10,0.2091,0.1401,0.0129,0.6379
US-MN,2019-10,0.0624,0.0466,0.058,0.833
US-MO,2019-10,0.0274,0.3188,0.0154,0.6384
US-MS,2019-10,0.8611,0,0.1389,0
US-MT,2019-10,0.0017,0.7627,0.0028,0.2327
US-NC,2019-10,0.215,0.1882,0.5546,0.0423
US-ND,2019-10,0,0.1398,0,0.8602
US-NE,2019-10,0.0083,0.1009,0.0025,0.8883
US-NH,2019-10,0.3935,0.4305,0,0.176
US-NJ,2019-10,0.4483,0.0019,0.5366,0.0131
US-NM,2019-10,0.0024,0.0148,0.1637,0.8191
US-NV,2019-10,0.0072,0.216,0.7314,0.0453
US-NY,2019-10,0.0551,0.8052,0.0126,0.1271
US-OH,2019-10,0.2048,0.1218,0.0407,0.6328
US-OK,2019-10,0.009,0.0607,0.0013,0.929
US-OR,2019-10,0.0343,0.7492,0.0227,0.1938
US-PA,2019-10,0.2248,0.3593,0.008,0.4079
US-RI,2019-10,0.4492,0.0058,0.1015,0.4435
US-SC,2019-10,0.4607,0.2733,0.266,0
US-SD,2019-10,0,0.653,0.0002,0.3468
US-TN,2019-10,0.1129,0.8489,0.0332,0.005
US-TX,2019-10,0.0142,0.0102,0.0449,0.9306
US-UT,2019-10,0.0173,0.1831,0.606,0.1936
US-VA,2019-10,0.7895,0.0106,0.1999,0
US-VT,2019-10,0.1498,0.5457,0.0738,0.2306
US-WA,2019-10,0.0278,0.8597,0.0008,0.1117
US-WI,2019-10,0.2,0.4583,0.0069,0.3347
US-WV,2019-10,0,0.3617,0,0.6383
US-WY,2019-10,0,0.1596,0.031,0.8094
CA-AB,2019-11,0.4787,0.1327,0.0006,0.3881
CA-BC,2019-11,0.0075,0.9606,0,0.0319
CA-MB,2019-11,0.0003,0.9749,0,0.0248
CA-NB,2019-11,0.0733,0.7209,0,0.2058
CA-NL,2019-11,0.0039,0.9909,0,0.0052
CA-NS,2019-11,0.2541,0.283,0,0.4629
CA-NT,2019-11,0.1227,0.8164,0.0012,0.0597
CA-NU,2019-11,1,0,0,0
CA-ON,2019-11,0.0235,0.7009,0.021,0.2545
CA-PE,2019-11,0.0006,0,0.0003,0.9991
CA-QC,2019-11,0.0007,0.9451,0,0.0542
CA-SK,2019-11,0.2969,0.5653,0,0.1378
CA-YT,2019-11,0.0266,0.9734,0,0
US-AK,2019-11,0.0223,0.8899,0,0.0878
US-AL,2019-11,0.2534,0.7263,0.0203,0
US-AR,2019-11,0.2612,0.6939,0.0449,0
US-AZ,2019-11,0.0248,0.5417,0.3695,0.0641
US-CA,2019-11,0.118,0.3818,0.3885,0.1117
US-CO,2019-11,0.0125,0.0785,0.0629,0.846
US-CT,2019-11,0.6424,0.2727,0.0729,0.012
US-DC,2019-11,0.8852,0,0.1148,0
US-DE,2019-11,0.5369,0,0.4036,0.0595
US-FL,2019-11,0.5156,0.0167,0.4677,0
US-GA,2019-11,0.6132,0.1824,0.2044,0
US-HI,2019-11,0.1932,0.0769,0.293,0.4369
US-IA,2019-11,0.0055,0.0186,0.0003,0.9757
US-ID,2019-11,0.0479,0.6975,0.0304,0.2242
US-IL,2019-11,0.0242,0.0083,0.0024,0.965
US-IN,2019-11,0.0593,0.0368,0.0235,0.8804
US-KS,2019-11,0.0026,0.0007,0.0002,0.9964
US-KY,2019-11,0.091,0.9022,0.0068,0
US-LA,2019-11,0.7265,0.2732,0.0003,0
US-MA,2019-11,0.4082,0.1658,0.3201,0.1058
US-MD,2019-11,0.1482,0.4497,0.1758,0.2263
US-ME,2019-11,0.2746,0.3593,0.0005,0.3656
US-MI,2019-11,0.2109,0.1342,0.0066,0.6483
US-MN,2019-11,0.0752,0.0534,0.0402,0.8312
US-MO,2019-11,0.0251,0.3492,0.0113,0.6144
US-MS,2019-11,0.8244,0,0.1756,0
US-MT,2019-11,0.0013,0.7581,0.0019,0.2387
US-NC,2019-11,0.1877,0.3631,0.4065,0.0428
US-ND,2019-11,0,0.1728,0,0.8272
US-NE,2019-11,0.0086,0.1031,0.0016,0.8867
US-NH,2019-11,0.4062,0.4194,0,0.1744
US-NJ,2019-11,0.4441,0.0066,0.5361,0.0131
US-NM,2019-11,0.0025,0.0141,0.1048,0.8786
US-NV,2019-11,0.0088,0.3065,0.6278,0.0569
US-NY,2019-11,0.0579,0.8081,0.0123,0.1218
US-OH,2019-11,0.2053,0.129,0.025,0.6408
US-OK,2019-11,0.0103,0.0711,0.0013,0.9173
US-OR,2019-11,0.0296,0.8491,0.0125,0.1088
US-PA,2019-11,0.2127,0.3568,0.0082,0.4222
US-RI,2019-11,0.4374,0.0083,0.0793,0.475
US-SC,2019-11,0.576,0.1696,0.2544,0
US-SD,2019-11,0,0.6362,0.0001,0.3637
US-TN,2019-11,0.0839,0.8859,0.0264,0.0038
US-TX,2019-11,0.0152,0.0102,0.0365,0.9381
US-UT,2019-11,0.0217,0.2389,0.5137,0.2257
US-VA,2019-11,0.799,0.0043,0.1967,0
US-VT,2019-11,0.1393,0.5813,0.052,0.2274
US-WA,2019-11,0.0247,0.9186,0.0004,0.0563
US-WI,2019-11,0.2208,0.4643,0.0041,0.3108
US-WV,2019-11,0,0.3718,0,0.6282
US-WY,2019-11,0,0.1508,0.0191,0.8301
CA-AB,2019-12,0.4652,0.1305,0.0004,0.404
CA-BC,2019-12,0.0072,0.9733,0,0.0195
CA-MB,2019-12,0.0002,0.975,0,0.0248
CA-NB,2019-12,0.0889,0.6904,0,0.2207
CA-NL,2019-12,0.0038,0.9923,0,0.0039
CA-NS,2019-12,0.2131,0.4448,0,0.342
CA-NT,2019-12,0.1213,0.8559,0,0.0229
CA-NU,2019-12,1,0,0,0
CA-ON,2019-12,0.0208,0.6761,0.0144,0.2887
CA-PE,2019-12,0.0006,0,0.0002,0.9992
CA-QC,2019-12,0.0008,0.945,0,0.0542
CA-SK,2019-12,0.287,0.5704,0,0.1426
CA-YT,2019-12,0.0257,0.9743,0,0
US-AK,2019-12,0.0215,0.8911,0,0.0873
US-AL,2019-12,0.2092,0.7786,0.0122,0
US-AR,2019-12,0.3309,0.6278,0.0413,0
US-AZ,2019-12,0.0299,0.5929,0.3103,0.0669
US-CA,2019-12,0.1336,0.4708,0.2741,0.1215
US-CO,2019-12,0.0138,0.0926,0.0517,0.842
US-CT,2019-12,0.5635,0.3715,0.0531,0.0119
US-DC,2019-12,0.9037,0,0.0963,0
US-DE,2019-12,0.6053,0,0.3446,0.05
US-FL,2019-12,0.5942,0.0269,0.3789,0
US-GA,2019-12,0.5406,0.2858,0.1737,0
US-HI,2019-12,0.2166,0.0964,0.2378,0.4491
US-IA,2019-12,0.0058,0.0206,0.0002,0.9734
US-ID,2019-12,0.0478,0.6784,0.0221,0.2517
US-IL,2019-12,0.0201,0.0067,0.0016,0.9716
US-IN,2019-12,0.0492,0.0274,0.0165,0.9069
US-KS,2019-12,0.0025,0.0014,0.0002,0.9959
US-KY,2019-12,0.0941,0.9007,0.0052,0
US-LA,2019-12,0.7726,0.227,0.0004,0
US-MA,2019-12,0.3978,0.3065,0.1867,0.109
US-MD,2019-12,0.0956,0.6646,0.0894,0.1505
US-ME,2019-12,0.2473,0.4074,0.0003,0.345
US-MI,2019-12,0.183,0.1119,0.0052,0.6999
US-MN,2019-12,0.0873,0.0642,0.0391,0.8094
US-MO,2019-12,0.0187,0.3414,0.0081,0.6317
US-MS,2019-12,0.8504,0,0.1496,0
US-MT,2019-12,0.0023,0.7206,0.0015,0.2757
US-NC,2019-12,0.1734,0.4214,0.3618,0.0435
US-ND,2019-12,0,0.1795,0,0.8204
US-NE,2019-12,0.0084,0.1163,0.0021,0.8732
US-NH,2019-12,0.373,0.4533,0,0.1738
US-NJ,2019-12,0.5793,0,0.4005,0.0203
US-NM,2019-12,0.0026,0.0119,0.0879,0.8977
US-NV,2019-12,0.0151,0.181,0.7128,0.0911
US-NY,2019-12,0.0505,0.7995,0.0069,0.1431
US-OH,2019-12,0.1773,0.1019,0.018,0.7028
US-OK,2019-12,0.0105,0.0549,0.0013,0.9333
US-OR,2019-12,0.0277,0.8854,0.0087,0.0781
US-PA,2019-12,0.2024,0.3408,0.0042,0.4527
US-RI,2019-12,0.4543,0.0087,0.0542,0.4828
US-SC,2019-12,0.4079,0.4418,0.1503,0
US-SD,2019-12,0,0.6411,0.0001,0.3588
US-TN,2019-12,0.0987,0.8801,0.0173,0.004
US-TX,2019-12,0.0157,0.008,0.0401,0.9362
US-UT,2019-12,0.0281,0.2458,0.4348,0.2914
US-VA,2019-12,0.7501,0.1024,0.1475,0
US-VT,2019-12,0.2022,0.5871,0.0245,0.1862
US-WA,2019-12,0.0248,0.9295,0.0003,0.0454
US-WI,2019-12,0.2007,0.4204,0.0034,0.3755
US-WV,2019-12,0,0.4891,0,0.5109
US-WY,2019-12,0,0.1342,0.0127,0.8531
CA-AB,2020-01,0.4676,0.1205,0.0005,0.4115
CA-BC,2020-01,0.0082,0.9755,0,0.0162
CA-MB,2020-01,0.0003,0.9784,0,0.0213
CA-NB,2020-01,0.124,0.6721,0,0.2039
CA-NL,2020-01,0.0039,0.9934,0,0.0027
CA-NS,2020-01,0.2916,0.4126,0,0.2958
CA-NT,2020-01,0.1213,0.8407,0,0.038
CA-NU,2020-01,1,0,0,0
CA-ON,2020-01,0.0212,0.7015,0.0139,0.2634
CA-PE,2020-01,0.0007,0,0.0002,0.9991
CA-QC,2020-01,0.0007,0.9702,0,0.0291
CA-SK,2020-01,0.2576,0.608,0,0.1344
CA-YT,2020-01,0.0398,0.9602,0,0
US-AK,2020-01,0.0196,0.9123,0,0.0681
US-AL,2020-01,0.1823,0.8063,0.0114,0
US-AR,2020-01,0.2648,0.7032,0.032,0
US-AZ,2020-01,0.0228,0.5489,0.3805,0.0478
US-CA,2020-01,0.1216,0.3505,0.3526,0.1753
US-CO,2020-01,0.0104,0.0791,0.0522,0.8583
US-CT,2020-01,0.5535,0.3486,0.0899,0.008
US-DC,2020-01,0.8843,0,0.1157,0
US-DE,2020-01,0.6377,0,0.3059,0.0564
US-FL,2020-01,0.4996,0.033,0.4674,0
US-GA,2020-01,0.4618,0.371,0.1672,0
US-HI,2020-01,0.2091,0.1035,0.2284,0.459
US-IA,2020-01,0.0065,0.0499,0.0003,0.9433
US-ID,2020-01,0.0436,0.671,0.0167,0.2688
US-IL,2020-01,0.0247,0.0079,0.0016,0.9658
US-IN,2020-01,0.056,0.0304,0.0174,0.8962
US-KS,2020-01,0.0025,0.0019,0.0003,0.9952
US-KY,2020-01,0.0942,0.9006,0.0052,0
US-LA,2020-01,0.7516,0.2476,0.0008,0
US-MA,2020-01,0.3724,0.2987,0.2562,0.0727
US-MD,2020-01,0.0472,0.692,0.0889,0.1719
US-ME,2020-01,0.2853,0.4779,0.0012,0.2357
US-MI,2020-01,0.2152,0.0882,0.0058,0.6908
US-MN,2020-01,0.081,0.105,0.0412,0.7728
US-MO,2020-01,0.0226,0.4835,0.0091,0.4848
US-MS,2020-01,0.8376,0,0.1624,0
US-MT,2020-01,0.0027,0.7242,0.0009,0.2722
US-NC,2020-01,0.1438,0.5058,0.3107,0.0397
US-ND,2020-01,0,0.2261,0,0.7739
US-NE,2020-01,0.0079,0.1914,0.0017,0.799
US-NH,2020-01,0.342,0.4849,0.0005,0.1726
US-NJ,2020-01,0.5,0,0.485,0.015
US-NM,2020-01,0.0028,0.0177,0.122,0.8576
US-NV,2020-01,0.011,0.2078,0.7277,0.0534
US-NY,2020-01,0.0517,0.8106,0.014,0.1237
US-OH,2020-01,0.1904,0.0937,0.0149,0.7009
US-OK,2020-01,0.0107,0.0496,0.0011,0.9387
US-OR,2020-01,0.0243,0.7968,0.0062,0.1728
US-PA,2020-01,0.2422,0.2573,0.0077,0.4928
US-RI,2020-01,0.4018,0.0105,0.1548,0.4329
US-SC,2020-01,0.2782,0.6056,0.1161,0
US-SD,2020-01,0.0009,0.6829,0.0001,0.3161
US-TN,2020-01,0.0708,0.9141,0.0122,0.0029
US-TX,2020-01,0.0141,0.0067,0.0417,0.9376
US-UT,2020-01,0.0265,0.233,0.4801,0.2603
US-VA,2020-01,0.5952,0.2748,0.13,0
US-VT,2020-01,0.2248,0.6425,0.0199,0.1127
US-WA,2020-01,0.0189,0.8555,0.0001,0.1255
US-WI,2020-01,0.2232,0.4674,0.0042,0.3053
US-WV,2020-01,0.0015,0.4626,0,0.5359
US-WY,2020-01,0,0.1154,0.0118,0.8728
CA-AB,2020-02,0.458,0.0966,0.0013,0.4441
CA-BC,2020-02,0.0079,0.9547,0,0.0374
CA-MB,2020-02,0.0003,0.9734,0,0.0263
CA-NB,2020-02,0.1461,0.536,0,0.3179
CA-NL,2020-02,0.0047,0.9918,0,0.0034
CA-NS,2020-02,0.2859,0.3853,0,0.3289
CA-NT,2020-02,0.1255,0.8152,0.0039,0.0555
CA-NU,2020-02,1,0,0,0
CA-ON,2020-02,0.0183,0.6605,0.0239,0.2973
CA-PE,2020-02,0.0006,0,0.0006,0.9987
CA-QC,2020-02,0.0007,0.9527,0,0.0466
CA-SK,2020-02,0.2438,0.6186,0,0.1377
CA-YT,2020-02,0.0258,0.9742,0,0
US-AK,2020-02,0.018,0.9151,0,0.0669
US-AL,2020-02,0.1814,0.8056,0.013,0
US-AR,2020-02,0.1419,0.8358,0.0224,0
US-AZ,2020-02,0.0202,0.5141,0.4205,0.0452
US-CA,2020-02,0.1066,0.2606,0.4599,0.173
US-CO,2020-02,0.0118,0.1012,0.0654,0.8216
US-CT,2020-02,0.5507,0.3115,0.1278,0.01
US-DC,2020-02,0.8701,0,0.1299,0
US-DE,2020-02,0.6071,0,0.3459,0.047
US-FL,2020-02,0.4405,0.037,0.5226,0
US-GA,2020-02,0.3711,0.4671,0.1618,0
US-HI,2020-02,0.1513,0.0727,0.2841,0.4919
US-IA,2020-02,0.006,0.0378,0.0005,0.9557
US-ID,2020-02,0.0394,0.6377,0.0319,0.291
US-IL,2020-02,0.0198,0.0067,0.0023,0.9711
US-IN,2020-02,0.0536,0.031,0.0248,0.8907
US-KS,2020-02,0.0025,0.0018,0.0007,0.9949
US-KY,2020-02,0.1067,0.8873,0.006,0
US-LA,2020-02,0.5925,0.4067,0.0008,0
US-MA,2020-02,0.3383,0.2269,0.3549,0.0799
US-MD,2020-02,0.0205,0.7012,0.1002,0.1781
US-ME,2020-02,0.265,0.437,0.0017,0.2962
US-MI,2020-02,0.1893,0.0933,0.0082,0.7092
US-MN,2020-02,0.0633,0.0755,0.0727,0.7885
US-MO,2020-02,0.0211,0.448,0.0142,0.5168
US-MS,2020-02,0.8109,0,0.1891,0
US-MT,2020-02,0.0024,0.727,0.0015,0.2691
US-NC,2020-02,0.1205,0.5768,0.2724,0.0303
US-ND,2020-02,0,0.1893,0,0.8107
US-NE,2020-02,0.0085,0.1687,0.004,0.8188
US-NH,2020-02,0.3199,0.5137,0.0009,0.1655
US-NJ,2020-02,0.4352,0,0.5528,0.012
US-NM,2020-02,0.0027,0.0201,0.1388,0.8384
US-NV,2020-02,0.0077,0.2376,0.7021,0.0526
US-NY,2020-02,0.0546,0.7963,0.0169,0.1322
US-OH,2020-02,0.172,0.095,0.0297,0.7033
US-OK,2020-02,0.0097,0.1039,0.0014,0.885
US-OR,2020-02,0.0194,0.7543,0.0143,0.212
US-PA,2020-02,0.241,0.2692,0.0105,0.4792
US-RI,2020-02,0.3745,0.0108,0.2364,0.3783
US-SC,2020-02,0.2588,0.6193,0.1219,0
US-SD,2020-02,0.0009,0.6028,0.0001,0.3962
US-TN,2020-02,0.0632,0.9201,0.0139,0.0028
US-TX,2020-02,0.0136,0.0134,0.0502,0.9228
US-UT,2020-02,0.0206,0.2044,0.5505,0.2245
US-VA,2020-02,0.568,0.296,0.1361,0
US-VT,2020-02,0.2401,0.5968,0.0349,0.1282
US-WA,2020-02,0.0144,0.8658,0.0003,0.1194
US-WI,2020-02,0.2079,0.4199,0.0107,0.3615
US-WV,2020-02,0.0014,0.5104,0,0.4882
US-WY,2020-02,0,0.1354,0.0219,0.8427
CA-AB,2020-03,0.4974,0.098,0.0021,0.4026
CA-BC,2020-03,0.0078,0.9644,0,0.0278
CA-MB,2020-03,0.0002,0.9718,0,0.028
CA-NB,2020-03,0.1027,0.6069,0,0.2905
CA-NL,2020-03,0.0041,0.9919,0,0.004
CA-NS,2020-03,0.2515,0.3659,0,0.3826
CA-NT,2020-03,0.1186,0.8127,0.0071,0.0616
CA-NU,2020-03,1,0,0,0
CA-ON,2020-03,0.0147,0.6701,0.042,0.2732
CA-PE,2020-03,0.0006,0,0.0007,0.9987
CA-QC,2020-03,0.0008,0.947,0,0.0522
CA-SK,2020-03,0.2499,0.6111,0,0.139
CA-YT,2020-03,0.0304,0.9696,0,0
US-AK,2020-03,0.0217,0.9027,0,0.0756
US-AL,2020-03,0.196,0.7866,0.0174,0
US-AR,2020-03,0.1419,0.8326,0.0255,0
US-AZ,2020-03,0.0152,0.4983,0.4295,0.057
US-CA,2020-03,0.0982,0.2449,0.4219,0.2349
US-CO,2020-03,0.013,0.0991,0.1059,0.7821
US-CT,2020-03,0.5582,0.2836,0.1486,0.0097
US-DC,2020-03,0.8274,0,0.1726,0
US-DE,2020-03,0.5752,0,0.3812,0.0435
US-FL,2020-03,0.3995,0.0338,0.5667,0
US-GA,2020-03,0.3419,0.4616,0.1965,0
US-HI,2020-03,0.1754,0.1085,0.2833,0.4328
US-IA,2020-03,0.0054,0.0311,0.0006,0.9629
US-ID,2020-03,0.0441,0.6931,0.0444,0.2183
US-IL,2020-03,0.0204,0.0069,0.0025,0.9701
US-IN,2020-03,0.0548,0.0303,0.036,0.8789
US-KS,2020-03,0.0027,0.0014,0.0008,0.9951
US-KY,2020-03,0.0593,0.9316,0.0091,0
US-LA,2020-03,0.6089,0.3902,0.0008,0
US-MA,2020-03,0.2814,0.2405,0.4045,0.0737
US-MD,2020-03,0.077,0.6749,0.1066,0.1415
US-ME,2020-03,0.2176,0.4797,0.0022,0.3005
US-MI,2020-03,0.2106,0.1019,0.0132,0.6743
US-MN,2020-03,0.0725,0.0623,0.088,0.7772
US-MO,2020-03,0.0204,0.3993,0.0171,0.5632
US-MS,2020-03,0.7663,0,0.2337,0
US-MT,2020-03,0.0027,0.7772,0.0024,0.2177
US-NC,2020-03,0.1085,0.529,0.3302,0.0324
US-ND,2020-03,0,0.1583,0,0.8417
US-NE,2020-03,0.0082,0.1458,0.005,0.8409
US-NH,2020-03,0.2601,0.5512,0.0012,0.1875
US-NJ,2020-03,0.3589,0,0.6293,0.0117
US-NM,2020-03,0.0026,0.018,0.1362,0.8433
US-NV,2020-03,0.0081,0.2134,0.7107,0.0678
US-NY,2020-03,0.0516,0.7789,0.0228,0.1467
US-OH,2020-03,0.2001,0.1015,0.0324,0.666
US-OK,2020-03,0.0097,0.098,0.0015,0.8908
US-OR,2020-03,0.0257,0.745,0.0208,0.2085
US-PA,2020-03,0.2407,0.2354,0.0144,0.5095
US-RI,2020-03,0.3189,0.0072,0.2846,0.3893
US-SC,2020-03,0.2206,0.6334,0.146,0
US-SD,2020-03,0.001,0.5286,0.0002,0.4702
US-TN,2020-03,0.0733,0.9046,0.019,0.0031
US-TX,2020-03,0.0143,0.0126,0.0529,0.9201
US-UT,2020-03,0.0203,0.1874,0.5364,0.2559
US-VA,2020-03,0.5227,0.315,0.1623,0
US-VT,2020-03,0.1371,0.6235,0.0678,0.1716
US-WA,2020-03,0.0212,0.8372,0.0006,0.141
US-WI,2020-03,0.199,0.4533,0.0113,0.3364
US-WV,2020-03,0.0015,0.5496,0,0.4489
US-WY,2020-03,0,0.1748,0.0312,0.794
CA-AB,2020-04,0.4928,0.1298,0.0027,0.3747
CA-BC,2020-04,0.0095,0.9491,0,0.0414
CA-MB,2020-04,0.0004,0.9739,0,0.0257
CA-NB,2020-04,0.0213,0.8394,0,0.1392
CA-NL,2020-04,0.0025,0.9926,0,0.0049
CA-NS,2020-04,0.1796,0.4497,0,0.3707
CA-NT,2020-04,0.0937,0.8339,0.0154,0.057
CA-NU,2020-04,1,0,0,0
CA-ON,2020-04,0.0085,0.7016,0.0526,0.2374
CA-PE,2020-04,0.0008,0,0.0012,0.9981
CA-QC,2020-04,0.0009,0.9321,0,0.0671
CA-SK,2020-04,0.2557,0.5906,0,0.1536
CA-YT,2020-04,0.0384,0.9616,0,0
US-AK,2020-04,0.0234,0.8961,0,0.0805
US-AL,2020-04,0.1958,0.776,0.0281,0
US-AR,2020-04,0.108,0.8636,0.0284,0
US-AZ,2020-04,0.0157,0.4581,0.4836,0.0426
US-CA,2020-04,0.0664,0.2951,0.4006,0.238
US-CO,2020-04,0.012,0.103,0.1277,0.7574
US-CT,2020-04,0.4868,0.3684,0.1344,0.0104
US-DC,2020-04,0.7994,0,0.2006,0
US-DE,2020-04,0.5217,0,0.4274,0.0509
US-FL,2020-04,0.3854,0.0276,0.587,0
US-GA,2020-04,0.3685,0.3175,0.3139,0
US-HI,2020-04,0.1671,0.0847,0.3842,0.364
US-IA,2020-04,0.0054,0.0402,0.0008,0.9536
US-ID,2020-04,0.0391,0.7123,0.0546,0.194
