subdivision,period,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
US-TX,2020-11,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2020-11,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2020-11,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2020-11,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2020-11,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2020-11,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2020-11,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2020-11,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2020-12,0.0697,0.269,0.5071,0.0194,0,0.0356,0.0009,0.0002,0.098
CA-BC,2020-12,0.0054,0.0208,0.0392,0.8864,0,0.0028,0.0001,0,0.0453
CA-MB,2020-12,0.0003,0.001,0.0019,0.9691,0,0.0001,0,0,0.0275
CA-NB,2020-12,0.0242,0.0933,0.176,0.2802,0.3523,0.0123,0.0003,0,0.0613
CA-NL,2020-12,0.003,0.0117,0.0221,0.9574,0,0.0015,0,0,0.0042
CA-NS,2020-12,0.0626,0.2416,0.4556,0.1017,0,0.032,0.0009,0,0.1057
CA-NT,2020-12,0.0478,0.1843,0.3474,0.3775,0,0.0244,0.0006,0,0.018
CA-NU,2020-12,0.079,0.3048,0.5747,0,0,0.0403,0.0011,0,0
CA-ON,2020-12,0.0079,0.0307,0.0578,0.2625,0.5203,0.0041,0.0001,0.0055,0.1111
CA-PE,2020-12,0.0006,0.0022,0.0041,0,0,0.0003,0,0.0002,0.9927
CA-QC,2020-12,0.0007,0.0027,0.005,0.9398,0,0.0004,0,0,0.0515
CA-SK,2020-12,0.0651,0.2509,0.4731,0.1345,0,0.0332,0.0009,0,0.0423
CA-YT,2020-12,0.0147,0.0565,0.1066,0.8146,0,0.0075,0.0002,0,0
US-AK,2020-12,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2020-12,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2020-12,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2020-12,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2020-12,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2020-12,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2020-12,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2020-12,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2020-12,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2020-12,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2020-12,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2020-12,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2020-12,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2020-12,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2020-12,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2020-12,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2020-12,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2020-12,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2020-12,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2020-12,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2020-12,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2020-12,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2020-12,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2020-12,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2020-12,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2020-12,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2020-12,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2020-12,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2020-12,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2020-12,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2020-12,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2020-12,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2020-12,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2020-12,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2020-12,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2020-12,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2020-12,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2020-12,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2020-12,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2020-12,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2020-12,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2020-12,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2020-12,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2020-12,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2020-12,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2020-12,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2020-12,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2020-12,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2020-12,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2020-12,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2021-01,0.0695,0.2363,0.5347,0.0204,0,0.0326,0.0015,0.0001,0.1049
CA-BC,2021-01,0.006,0.0203,0.0459,0.8848,0,0.0028,0.0001,0,0.0402
CA-MB,2021-01,0.0003,0.0011,0.0025,0.974,0,0.0002,0,0,0.0219
CA-NB,2021-01,0.0395,0.1341,0.3036,0.2301,0.2293,0.0185,0.0008,0,0.0441
CA-NL,2021-01,0.0028,0.0096,0.0216,0.9609,0,0.0013,0.0001,0,0.0037
CA-NS,2021-01,0.0665,0.2258,0.5111,0.09,0,0.0311,0.0014,0,0.074
CA-NT,2021-01,0.0469,0.1593,0.3605,0.3934,0,0.0219,0.001,0,0.017
CA-NU,2021-01,0.0795,0.2702,0.6114,0,0,0.0372,0.0017,0,0
CA-ON,2021-01,0.0077,0.026,0.0589,0.2673,0.5556,0.0036,0.0002,0.0066,0.0743
CA-PE,2021-01,0.0009,0.0032,0.0072,0,0,0.0004,0,0.0002,0.9879
CA-QC,2021-01,0.0007,0.0022,0.005,0.9608,0,0.0003,0,0,0.031
CA-SK,2021-01,0.0649,0.2204,0.4989,0.1431,0,0.0304,0.0014,0,0.0409
CA-YT,2021-01,0.012,0.0407,0.0922,0.8492,0,0.0056,0.0003,0,0
US-AK,2021-01,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2021-01,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2021-01,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2021-01,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2021-01,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2021-01,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2021-01,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2021-01,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2021-01,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2021-01,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2021-01,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2021-01,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2021-01,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2021-01,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2021-01,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2021-01,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2021-01,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2021-01,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2021-01,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2021-01,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2021-01,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2021-01,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2021-01,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2021-01,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2021-01,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2021-01,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2021-01,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2021-01,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2021-01,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2021-01,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2021-01,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2021-01,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2021-01,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2021-01,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2021-01,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2021-01,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2021-01,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2021-01,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2021-01,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2021-01,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2021-01,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2021-01,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2021-01,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2021-01,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2021-01,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2021-01,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2021-01,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2021-01,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2021-01,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2021-01,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2021-02,0.0712,0.2445,0.5516,0.0218,0,0.0331,0.0009,0.0002,0.0767
CA-BC,2021-02,0.0058,0.0199,0.0449,0.8849,0,0.0027,0.0001,0,0.0417
CA-MB,2021-02,0.0003,0.001,0.0022,0.9691,0,0.0001,0,0,0.0273
CA-NB,2021-02,0.0616,0.2114,0.4769,0.1284,0.0147,0.0286,0.0008,0,0.0775
CA-NL,2021-02,0.0034,0.0115,0.026,0.9531,0,0.0016,0,0,0.0043
CA-NS,2021-02,0.0658,0.2258,0.5094,0.0812,0,0.0306,0.0008,0,0.0863
CA-NT,2021-02,0.0498,0.1711,0.386,0.3574,0,0.0232,0.0006,0,0.0119
CA-NU,2021-02,0.079,0.2713,0.612,0,0,0.0367,0.001,0,0
CA-ON,2021-02,0.0106,0.0364,0.082,0.2613,0.4954,0.0049,0.0001,0.0115,0.0978
CA-PE,2021-02,0.0006,0.002,0.0046,0,0,0.0003,0,0.0007,0.9919
CA-QC,2021-02,0.0006,0.0022,0.005,0.9535,0,0.0003,0,0,0.0382
CA-SK,2021-02,0.0648,0.2226,0.5022,0.1425,0,0.0301,0.0008,0,0.0369
CA-YT,2021-02,0.0169,0.0581,0.1312,0.7857,0,0.0079,0.0002,0,0
US-AK,2021-02,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2021-02,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2021-02,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2021-02,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2021-02,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2021-02,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2021-02,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2021-02,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2021-02,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2021-02,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2021-02,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2021-02,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2021-02,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2021-02,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2021-02,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2021-02,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2021-02,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2021-02,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2021-02,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2021-02,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2021-02,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2021-02,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2021-02,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2021-02,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2021-02,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2021-02,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2021-02,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2021-02,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2021-02,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2021-02,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2021-02,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2021-02,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2021-02,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2021-02,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2021-02,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2021-02,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2021-02,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2021-02,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2021-02,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2021-02,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2021-02,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2021-02,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2021-02,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2021-02,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2021-02,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2021-02,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2021-02,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2021-02,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2021-02,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2021-02,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2021-03,0.0678,0.2317,0.5233,0.023,0,0.0317,0.002,0.0011,0.1195
CA-BC,2021-03,0.0061,0.0208,0.0471,0.8908,0,0.0029,0.0002,0.0001,0.0321
CA-MB,2021-03,0.0003,0.0009,0.0021,0.9647,0,0.0001,0,0.0001,0.0318
CA-NB,2021-03,0.0254,0.0869,0.1962,0.1777,0.4088,0.0119,0.0007,0,0.0924
CA-NL,2021-03,0.0032,0.0109,0.0246,0.9558,0,0.0015,0.0001,0,0.004
CA-NS,2021-03,0.0608,0.2078,0.4693,0.0882,0,0.0284,0.0017,0,0.1437
CA-NT,2021-03,0.0464,0.1587,0.3585,0.376,0,0.0217,0.0013,0.0001,0.0372
CA-NU,2021-03,0.0792,0.2705,0.611,0,0,0.037,0.0023,0,0
CA-ON,2021-03,0.0063,0.0216,0.0488,0.2667,0.5049,0.003,0.0002,0.0213,0.1273
CA-PE,2021-03,0.0006,0.002,0.0046,0,0,0.0003,0,0.0009,0.9916
CA-QC,2021-03,0.0007,0.0025,0.0057,0.9191,0,0.0003,0,0,0.0715
CA-SK,2021-03,0.0641,0.2191,0.495,0.1512,0,0.03,0.0018,0,0.0387
CA-YT,2021-03,0.0046,0.0159,0.0358,0.9413,0,0.0022,0.0001,0,0
US-AK,2021-03,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2021-03,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2021-03,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2021-03,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2021-03,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2021-03,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2021-03,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2021-03,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2021-03,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2021-03,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2021-03,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
US-IA,2021-03,0.003,0.2767,0.1222,0.0106,0.0838,0.0016,0,0.0001,0.5019
US-ID,2021-03,0.03,0.0018,0.361,0.4259,0,0.004,0.0054,0.0139,0.158
US-IL,2021-03,0.0023,0.1982,0.1345,0.0008,0.5517,0.0015,0,0.0002,0.1107
US-IN,2021-03,0.0049,0.4926,0.4024,0.0027,0,0.0053,0,0.0016,0.0904
US-KS,2021-03,0.0011,0.3076,0.0455,0.0006,0.2042,0.0019,0,0.0001,0.439
US-KY,2021-03,0.006,0.7208,0.2128,0.057,0,0.0031,0,0.0003,0
US-LA,2021-03,0.0259,0.0415,0.6832,0.0076,0.217,0.0246,0,0,0
US-MA,2021-03,0.0513,0,0.8154,0.0396,0,0.0556,0,0.0241,0.0141
US-MD,2021-03,0.0099,0.1129,0.3148,0.0686,0.4586,0.0105,0,0.0092,0.0155
US-ME,2021-03,0.2064,0.0066,0.1273,0.3401,0,0.0314,0,0.0002,0.2879
US-MI,2021-03,0.0176,0.2795,0.3057,0.0107,0.3092,0.0095,0,0.0005,0.0672
US-MN,2021-03,0.0202,0.2789,0.2304,0.0149,0.2535,0.0056,0,0.0091,0.1874
US-MO,2021-03,0.0013,0.7084,0.0755,0.024,0.1434,0.0022,0,0.0006,0.0445
US-MS,2021-03,0.0276,0.0405,0.8151,0,0.1108,0.0001,0,0.0059,0
US-MT,2021-03,0.0005,0.5802,0.0196,0.2828,0,0.0273,0,0.0007,0.089
US-NC,2021-03,0.0212,0.265,0.2968,0.0411,0.3195,0.0056,0,0.046,0.0048
US-ND,2021-03,0,0.6412,0.0261,0.0572,0,0.0019,0,0,0.2737
US-NE,2021-03,0.0023,0.5292,0.0116,0.0281,0.1862,0.0003,0,0.0004,0.2418
US-NH,2021-03,0.0732,0.0147,0.1666,0.0756,0.6324,0.0061,0,0,0.0314
US-NJ,2021-03,0.0115,0.0143,0.5989,0.0002,0.3486,0.0124,0,0.0139,0.0003
US-NM,2021-03,0.0007,0.4402,0.2869,0.0037,0,0.0048,0.0024,0.0279,0.2335
US-NV,2021-03,0.0015,0.0487,0.6802,0.0519,0,0.0004,0.1013,0.1064,0.0096
US-NY,2021-03,0.0167,0,0.3371,0.2325,0.3664,0.0087,0,0.0035,0.035
US-OH,2021-03,0.0065,0.3585,0.4259,0.0041,0.1811,0.0027,0,0.0008,0.0204
US-OK,2021-03,0.0048,0.0351,0.5037,0.0328,0,0.0002,0,0.0006,0.4229
US-OR,2021-03,0.0175,0.0485,0.3584,0.5007,0,0.001,0.0023,0.0074,0.0642
US-PA,2021-03,0.0078,0.1819,0.4202,0.013,0.3583,0.0031,0,0.0003,0.0154
US-RI,2021-03,0.0311,0,0.9229,0.0006,0,0.0059,0,0.0057,0.0338
US-SC,2021-03,0.0236,0.1535,0.2453,0.007,0.5584,0.0018,0,0.0104,0
US-SD,2021-03,0,0.2239,0.0518,0.4597,0,0.0017,0,0.0001,0.2628
US-TN,2021-03,0.0111,0.2156,0.2364,0.1176,0.4149,0.0005,0,0.0035,0.0005
US-TX,2021-03,0.0031,0.1885,0.5056,0.0021,0.0971,0.0019,0,0.0075,0.1941
US-UT,2021-03,0.0016,0.701,0.2113,0.0181,0,0.0055,0.0064,0.0389,0.0171
US-VA,2021-03,0.0386,0.0558,0.5725,0.0002,0.3153,0.0081,0,0.0095,0
US-VT,2021-03,0.1392,0,0.0004,0.5811,0,0,0,0.052,0.2273
US-WA,2021-03,0.0164,0.0911,0.1483,0.6096,0.0964,0.0006,0,0.0003,0.0373
US-WI,2021-03,0.0227,0.4063,0.315,0.0478,0.1723,0.0035,0,0.0004,0.032
US-WV,2021-03,0,0.9185,0.0325,0.0172,0,0.0027,0,0,0.0291
US-WY,2021-03,0,0.8277,0.0404,0.0194,0,0.0033,0,0.0025,0.1067
CA-AB,2021-04,0.0686,0.2331,0.5264,0.0264,0,0.0333,0.002,0.0022,0.1081
CA-BC,2021-04,0.0087,0.0295,0.0667,0.866,0,0.0042,0.0002,0.0001,0.0246
CA-MB,2021-04,0.0003,0.0011,0.0025,0.96,0,0.0002,0,0.0001,0.0358
CA-NB,2021-04,0.0219,0.0745,0.1682,0.4337,0.2255,0.0106,0.0006,0,0.0649
CA-NL,2021-04,0.003,0.0103,0.0232,0.9566,0,0.0015,0.0001,0,0.0053
CA-NS,2021-04,0.052,0.1767,0.399,0.1762,0,0.0252,0.0015,0,0.1694
CA-NT,2021-04,0.0485,0.165,0.3726,0.3515,0,0.0236,0.0014,0.0007,0.0367
CA-NU,2021-04,0.0794,0.27,0.6098,0,0,0.0386,0.0023,0,0
CA-ON,2021-04,0.003,0.01,0.0227,0.2582,0.5869,0.0014,0.0001,0.0246,0.0931
CA-PE,2021-04,0.0007,0.0024,0.0055,0,0,0.0003,0,0.0009,0.99
CA-QC,2021-04,0.0008,0.0029,0.0065,0.9412,0,0.0004,0,0,0.0481
CA-SK,2021-04,0.0658,0.2238,0.5055,0.1375,0,0.032,0.0019,0,0.0335
CA-YT,2021-04,0.0051,0.0174,0.0392,0.9357,0,0.0025,0.0001,0,0
US-AK,2021-04,0.0058,0.1257,0.4264,0.2389,0,0.1799,0,0,0.0234
US-AL,2021-04,0.0251,0.1741,0.3473,0.0933,0.3588,0.0001,0,0.0015,0
US-AR,2021-04,0.0179,0.3679,0.3006,0.034,0.2764,0.0009,0,0.0022,0
US-AZ,2021-04,0.0024,0.1275,0.4613,0.0473,0.3304,0.0011,0,0.0247,0.0053
US-CA,2021-04,0.0358,0.0019,0.5959,0.1262,0.0754,0.0046,0.0541,0.0735,0.0326
US-CO,2021-04,0.0029,0.4845,0.3033,0.0195,0,0.0011,0,0.0109,0.1778
US-CT,2021-04,0.0179,0,0.5972,0.0118,0.3584,0.0126,0,0.0017,0.0004
US-DE,2021-04,0.0253,0,0.9577,0,0,0.0004,0,0.0144,0.0021
US-FL,2021-04,0.0219,0.0703,0.7156,0.001,0.1554,0.0218,0,0.014,0
US-GA,2021-04,0.0482,0.1432,0.4767,0.0255,0.2885,0.0026,0,0.0155,0
US-HI,2021-04,0.0271,0.13,0.0006,0.012,0,0.7444,0,0.0297,0.0561
