country,period,adpe,ap,ctue,ctuh-c,ctuh-nc,gwp,ir,pm,wu
SV,2019-07,2.65162e-7,0.0000219015,0.0084165,1.96974e-10,7.3749e-10,0.0035991,0.000560325,2.47752e-10,0.00142941
SV,2019-08,2.65162e-7,0.0000219015,0.0084165,1.96974e-10,7.3749e-10,0.0035991,0.000560325,2.47752e-10,0.00142941
SV,2019-09,2.65319e-7,0.0000298213,0.0135019,2.58949e-10,9.82462e-10,0.0055787,0.000703188,3.98125e-10,0.00169719
SV,2019-10,2.70446e-7,0.0000369313,0.0179608,3.15069e-10,1.20351e-9,0.00732055,0.000834555,5.29955e-10,0.00195056
SV,2019-11,3.26695e-7,0.000198401,0.0143556,3.23579e-10,2.08505e-9,0.0113349,0.000914881,0.00000592642,0.00735026
SV,2019-12,5.87103e-7,0.000617929,0.013582,4.87682e-10,4.82999e-9,0.0246933,0.00149267,0.0000207074,0.0216975
SV,2020-01,7.36416e-7,0.000682796,0.0149679,5.69081e-10,5.42803e-9,0.0272845,0.0017535,0.000022779,0.0242068
SV,2020-02,6.85118e-7,0.00059506,0.0139828,5.22253e-10,4.81275e-9,0.0241027,0.00160551,0.0000197481,0.0212126
SV,2020-03,7.58447e-7,0.000601741,0.0145827,5.56339e-10,4.95329e-9,0.0245329,0.00171425,0.0000198669,0.021625
SV,2020-04,6.40169e-7,0.00051596,0.013697,4.87639e-10,4.28281e-9,0.0214384,0.00148989,0.0000169803,0.0185176
SV,2020-05,5.47837e-7,0.000246121,0.0170313,4.42061e-10,2.70685e-9,0.0138184,0.00128503,0.00000722546,0.00949337
SV,2020-06,5.38783e-7,0.0000500152,0.0206441,4.43366e-10,1.66902e-9,0.00869192,0.00123791,6.08161e-10,0.00309056
SV,2020-07,6.33537e-7,0.0000523281,0.0201091,4.7062e-10,1.76205e-9,0.00859914,0.00133875,5.91941e-10,0.00341521
SV,2020-08,5.26614e-7,0.0000488837,0.0201766,4.33338e-10,1.63127e-9,0.00849514,0.00120992,5.9439e-10,0.00302069
SV,2020-09,4.88906e-7,0.0000494382,0.0213372,4.34031e-10,1.63986e-9,0.00890093,0.00119638,6.28868e-10,0.00294128
SV,2020-10,4.85118e-7,0.0000466569,0.0196309,4.11906e-10,1.55299e-9,0.00823218,0.00114388,5.7843e-10,0.00283753
SV,2020-11,3.99197e-7,0.0000452552,0.020563,3.92635e-10,1.49015e-9,0.00849028,0.00106497,6.06355e-10,0.00256662
SV,2020-12,8.36517e-7,0.000609324,0.0212069,7.9019e-10,5.31608e-9,0.0266905,0.00194916,0.0000197482,0.0221809
SV,2021-01,8.47494e-7,0.000650322,0.0220796,9.32868e-10,5.58472e-9,0.0279876,0.00197312,0.0000212255,0.0236326
SV,2021-02,8.35111e-7,0.000608292,0.0205736,7.81977e-10,5.28383e-9,0.0264423,0.00192967,0.0000197482,0.0221424
SV,2021-03,7.65673e-7,0.000596981,0.01982,7.32958e-10,5.11623e-9,0.0258476,0.00182288,0.0000194595,0.0215795
SV,2021-04,7.79056e-7,0.000525612,0.0181636,7.11593e-10,4.63934e-9,0.0229569,0.00174297,0.0000169804,0.0192933
SV,2021-05,7.15077e-7,0.000213875,0.0173017,6.2388e-10,2.67952e-9,0.0125463,0.00142826,0.00000592647,0.00897608
SV,2021-06,5.88727e-7,0.000161402,0.0169309,4.38579e-10,2.24124e-9,0.0110472,0.0012736,0.0000041436,0.00684257
SV,2021-07,6.61815e-7,0.000105026,0.0208306,6.19848e-10,2.11281e-9,0.0102264,0.00138737,0.00000188535,0.00529333
SV,2021-08,6.25117e-7,0.0000550648,0.0220471,4.91216e-10,1.84477e-9,0.00934321,0.00138283,6.49282e-10,0.00348569
SV,2021-09,4.87645e-7,0.0000485126,0.0207694,4.26668e-10,1.61095e-9,0.00867837,0.00117891,6.12082e-10,0.00290675
SV,2021-10,5.23274e-7,0.000044032,0.0183575,5.30071e-10,1.50697e-9,0.00739368,0.00111276,5.07248e-10,0.00293658
SV,2021-11,7.96602e-7,0.000334963,0.021199,9.83356e-10,3.59275e-9,0.0170895,0.00162562,0.0000101036,0.0133282
SV,2021-12,8.05989e-7,0.000577323,0.018279,8.52962e-10,4.95925e-9,0.0243466,0.00177294,0.0000188652,0.0211346
SV,2022-01,7.88493e-7,0.000604938,0.0183507,8.43335e-10,5.10985e-9,0.025289,0.00177602,0.000019867,0.0219807
SV,2022-02,7.89931e-7,0.000565818,0.01848,8.42593e-10,4.8824e-9,0.0240532,0.0017529,0.0000184577,0.0207144
SV,2022-03,6.62822e-7,0.000508525,0.0158849,7.13774e-10,4.31339e-9,0.0214157,0.00150555,0.0000166747,0.0184779
SV,2022-04,5.98168e-7,0.000298616,0.0141931,5.35004e-10,2.94517e-9,0.014295,0.00127122,0.00000926294,0.011401
SV,2022-05,4.03635e-7,0.000147744,0.0127121,3.21065e-10,1.80053e-9,0.00914896,0.000928289,0.00000410952,0.00590098
SV,2022-06,4.83861e-7,0.000133445,0.0179307,5.12453e-10,1.98448e-9,0.0101826,0.00112044,0.00000326914,0.00573151
SV,2022-07,5.31736e-7,0.0000445848,0.0183111,5.10887e-10,1.52121e-9,0.00745608,0.00112938,5.11852e-10,0.00296134
SV,2022-08,5.2996e-7,0.00004936,0.0214007,5.4625e-10,1.66813e-9,0.00866174,0.00121445,6.03667e-10,0.00311674
SV,2022-09,4.26634e-7,0.0000479361,0.0217003,4.16261e-10,1.57929e-9,0.00896641,0.00113043,6.3987e-10,0.00272853
SV,2022-10,5.05709e-7,0.0000490897,0.021689,5.3571e-10,1.65308e-9,0.00876196,0.00119479,6.13799e-10,0.00304052
SV,2022-11,4.81534e-7,0.000131736,0.0168824,4.9886e-10,1.9311e-9,0.00977171,0.00108819,0.0000032691,0.00566777
SV,2022-12,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-01,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-02,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-03,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-04,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-05,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-06,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-07,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
SV,2023-08,8.10025e-7,0.000580287,0.0200972,8.76539e-10,5.05182e-9,0.0250592,0.00182889,0.0000188652,0.0212451
